Round,ID,TITLE,ABSTRACT,KEYWORDS,YEAR,SOURCE TITLE,DOCUMENT TYPE,Research Type,SWEBOK
2,R2SCP865,QbC: Quantum Correctness by Construction,"Thanks to the rapid progress and growing complexity of quantum algorithms, correctness of quantum programs has become a major concern. Pioneering research over the past years has proposed various approaches to formally verify quantum programs using proof systems such as quantum Hoare logic. All these prior approaches are post-hoc: one first implements a program and only then verifies its correctness. Here we propose Quantum Correctness by Construction (QbC): an approach to constructing quantum programs from their specification in a way that ensures correctness. We use pre- and postconditions to specify program properties, and propose sound and complete refinement rules for constructing programs in a quantum while language from their specification. We validate QbC by constructing quantum programs for idiomatic problems and patterns. We find that the approach naturally suggests how to derive program details, highlighting key design choices along the way. As such, we believe that QbC can play a role in supporting the design and taxonomization of quantum algorithms and software. © 2025 Copyright held by the owner/author(s).",correctness by construction; quantum Hoare logic; quantum while language,2025,Proceedings of the on Programming Languages,Article,Validation research,Software Engineering Models and Methods
2,R2WOS871,QNet: exploring deep learning for quantum code smell detection,"Quantum computing (QC) has surged as a burgeoning domain, driving the evolution of novel programming paradigms. Despite extensive exploration, a critical aspect remains underexplored: detecting code smells in quantum programs (QPs). Code smells, indicative of potential maintenance challenges, have been extensively studied in classical programming but pose unique hurdles in the quantum realm due to inherent disparities caused by unstable states in QC. This paper proposes a novel approach leveraging deep learning (DL) techniques for detecting quantum code smells (QCS). A comprehensive ablation study compares DL methodologies, including Convolutional Neural Networks (CNN), Gated Recurrent Units (GRU), and Long Short-Term Memory (LSTM), and proposes a hybrid model combining CNN, LSTM, and GRU layers. Critical research questions are posed regarding QCS influence on error rates in quantum computers, the relative impact of different QCS on quantum system performance, and the complementary behaviour of distinct DL models in QCS detection. Through manual curation of a labelled dataset comprising 136 open-source projects, quantum circuits are extracted and analyzed. When evaluated on the quantum dataset, this hybrid model outperforms single-layer models. Furthermore, a comparative analysis with a transfer learning (TL) approach employing a pre-trained Bidirectional Encoder Representation Transformers (BERT) model underscores the superiority of the proposed DL-based solution. The proposed model achieves an impressive accuracy rate of 92.86%, surpassing existing DL and TL approaches. In conclusion, this research demonstrates the potential of DL to identify QCS, with the hybrid model offering avenues for further discoveries in QCS detection using DL.",Code smells; Deep learning; Quantum-specific code smell; Smell detection; Quantum computing,2025,Software Quality Journal,Article,Validation research,Software Maintenance
2,R2SCP880,QSpark: Towards Reliable Qiskit Code Generation,"Quantum circuits must be error-resilient, yet LLMs like Granite-20B-Code and StarCoder often output flawed Qiskit code. We fine-tuned the Qwen2.5-Coder-32B model with two RL methods, Group Relative Policy Optimization (GRPO) and Odds-Ratio Preference Optimization (ORPO), using a richly annotated synthetic dataset. On the Qiskit HumanEval benchmark, ORPO reaches 56.29% Pass@1 (≈+10 pp over Granite-8B-QK) and GRPO hits 49%, both beating all general-purpose baselines; on the original HumanEval they score 65.90% and 63.00%. GRPO performs well on basic tasks (44/78) and excels on intermediate ones (41/68), but neither GRPO nor ORPO solves any of the five advanced tasks, highlighting clear gains yet room for progress in AI-assisted quantum programming.","Quantum computing, Qiskit, Large Language Models, Code generation, Reinforcement learning, Quantum software engineering",2025,International Workshop on AI for Quantum and Quantum for AI,Conference Paper,Validation research,Software Construction
2,R2IEEE887,QuanBench: Benchmarking Quantum Code Generation with Large Language Models,"Large language models (LLMs) have demonstrated good performance in general code generation; however, their capabilities in quantum code generation remain insufficiently studied. This paper presents QuanBench, a benchmark for evaluating LLMs on quantum code generation. QuanBench includes 44 programming tasks that cover quantum algorithms, state preparation, gate decomposition, and quantum machine learning. Each task has an executable canonical solution and is evaluated by functional correctness (Pass@K) and quantum semantic equivalence (Process Fidelity). We evaluate several recent LLMs, including general-purpose and code-specialized models. The results show that current LLMs have limited capability in generating the correct quantum code, with overall accuracy below 40% and frequent semantic errors. We also analyze common failure cases, such as outdated API usage, circuit construction errors, and incorrect algorithm logic. QuanBench provides a basis for future work on improving quantum code generation with LLMs.",Codes;Quantum algorithm;Large language models;Semantics;Software algorithms;Machine learning;Benchmark testing;Programming;Logic gates;Software engineering;Quantum Code Generation;Large Language Models;Benchmarking;Quantum Programming;Code Evaluation;Quantum Algorithm,2025,International Conference on Automated Software Engineering,Conference Paper,Evaluation research,Software Construction
2,R2SCP889,Quantifying adoption: A SEM study of quantum software technology in software development,"Context: Quantum software technologies (QSTs) are emerging as a promising field, offering developers powerful tools to push the boundaries of software innovation. However, a technology that is not adopted remains nothing more than an untapped potential. Despite increasing interest in integrating quantum computing into software development, significant barriers still hinder its widespread adoption. While much of the existing research has focused on technical advancements, the socio-technical factors influencing adoption have been largely overlooked. Understanding these factors could provide managers and engineers with actionable insights to facilitate adoption, as developers’ perceptions and attitudes can be shaped and managed more readily than technological advancements. Objective: This study addresses this gap by statistically analyzing the determinants of QST adoption among software professionals. Method: Leveraging established adoption theories (UTAUT2 and Diffusion of Innovation) and incorporating perceived trust, data were collected using validated questionnaires and analyzed with Partial Least Squares Structural Equation Modeling (PLS-SEM). Results: Findings indicate that compatibility, personal innovativeness, and performance expectancy are key drivers of adoption, while financial concerns negatively influence it. Moreover, workplace support and habitual exposure emerged as critical enablers of actual usage, emphasizing the importance of organizational interventions. Conclusions: These insights offer practical guidance for companies developing and maintaining QSTs into their workflows while identifying new research directions, including barriers to adoption, long-term engagement, and financial considerations. © The Author(s) 2026.",PLS-SEM; Quantum software engineering; Socio-technical aspects; Technology adoption,2026,Empirical Software Engineering,Article,Evaluation research,Software Engineering Management
2,R2WOS896,Quantum circuit mutants: Empirical analysis and recommendations,"As a new research area, quantum software testing lacks systematic testing benchmarks to assess testing techniques' effectiveness. Recently, some open-source benchmarks and mutation analysis tools have emerged. However, there is insufficient evidence on how various quantum circuit characteristics (e.g., circuit depth, number of quantum gates), algorithms (e.g., Quantum Approximate Optimization Algorithm), and mutation characteristics (e.g., mutation operators) affect the detection of mutants in quantum circuits. Studying such relations is important to systematically design faulty benchmarks with varied attributes (e.g., the difficulty in detecting a seeded fault) to facilitate assessing the cost-effectiveness of quantum software testing techniques efficiently. To this end, we present a large-scale empirical evaluation with more than 700K faulty benchmarks (quantum circuits) generated by mutating 382 real-world quantum circuits. Based on the results, we provide valuable insights for researchers to define systematic quantum mutation analysis techniques. We also provide a tool to recommend mutants to users based on chosen characteristics (e.g., a quantum algorithm type) and the required difficulty of detecting mutants. Finally, we also provide faulty benchmarks that can already be used to assess the cost-effectiveness of quantum software testing techniques.",Quantum software testing; Mutation analysis; Benchmarks; Quantum circuit,2025,Empirical Software Engineering,Article,Evaluation research,Software Testing
2,R2ACM897,Quantum Circuits Are Just a Phase,"Quantum programs today are written at a low level of abstraction - quantum circuits akin to assembly languages - and the unitary parts of even advanced quantum programming languages essentially function as circuit description languages. This state of affairs impedes scalability, clarity, and support for higher-level reasoning. More abstract and expressive quantum programming constructs are needed. To this end, we introduce a simple syntax for generating unitaries from ""just a phase""; we combine a (global) phase operation that captures phase shifts with a quantum analogue of the ""if let"" construct that captures subspace selection via pattern matching. This minimal language lifts the focus from gates to eigendecomposition, conjugation, and controlled unitaries; common building blocks in quantum algorithm design. We demonstrate several aspects of the expressive power of our language in several ways. Firstly, we establish that our representation is universal by deriving a universal quantum gate set. Secondly, we show that important quantum algorithms can be expressed naturally and concisely, including Grover's search algorithm, Hamiltonian simulation, Quantum Fourier Transform, Quantum Signal Processing, and the Quantum Eigenvalue Transformation. Furthermore, we give clean denotational semantics grounded in categorical quantum mechanics. Finally, we implement a prototype compiler that efficiently translates terms of our language to quantum circuits, and prove that it is sound with respect to these semantics. Collectively, these contributions show that this construct offers a principled and practical step toward more abstract and structured quantum programming.","Quantum circuits, if let, independent coproduct, phase",2026,Proceedings of the on Programming Languages,Article,Validation research,Computing Foundations
2,R2ACM912,Quantum Concolic Testing,"This paper presents the first concolic testing framework explicitly designed for quantum programs. The framework introduces quantum constraint generation methods for quantum control statements that quantify quantum states and offers a symbolization method for quantum variables. Based on this framework, we generate path constraints for each concrete execution path of a quantum program. These constraints guide the exploration of new paths, with a quantum constraint solver determining outcomes to create novel input samples, thereby enhancing branch coverage. Our framework has been implemented in Python and integrated with Qiskit for practical evaluation. Experimental results show that our concolic testing framework improves branch coverage, generates high-quality quantum input samples, and detects bugs, demonstrating its effectiveness and efficiency in quantum programming and bug detection. Regarding branch coverage, our framework achieves more than 74.27% on quantum programs with under 5 qubits.","Concolic Testing, Quantum Computing, Test Coverage",2025,Proceedings of the on Software Engineering,Article,Validation research,Software Testing
2,R2ACM928,Quantum Methods for Boundary Checking in Classical Programs,"Boundary violations—array out-of-bounds accesses, integer overflows, and stray pointer offsets—remain a leading cause of software failure. Classical analyses such as abstract interpretation and symbolic execution try to detect such errors, yet the exponential growth of program states forces them to trade precision for scalability. We introduce QCheck, the first quantum framework aimed at boundary checking of classical programs.QCheck converts a program into a quantum circuit that places all feasible executions in superposition and then applies a fixed-point quantum search to amplify exactly those states that cross a user-supplied bound. This shrinks the worst-case cost of overflow detection from O(N) path explorations to [EQUATION] oracle calls while preserving soundness. The synthesised circuits require qubit counts and depths on par with Shor's factoring circuit, suggesting near-term hardware feasibility.We evaluated QCheck on 10 benchmark programs drawn from the SV-COMP suite and canonical algorithms such as GCD and Fibonacci. Running on IBM Qiskit's simulator with 3-bit variable widths, QCheck flagged all injected boundary bugs with zero false positives, whereas Frama-C raised spurious alerts on up to 70.8 % of the same workloads and Angr timed out on half of them. Additional experiments confirm that the fixed-point search reaches its theoretical 75 % success probability (for δ = 0.5) once the iteration count exceeds the minimal threshold, validating the practical soundness of our decoder.These results demonstrate that quantum-assisted boundary checking can combine exhaustive exploration with quantum speed-ups, opening a new path toward reliable software analysis in the NISQ era and beyond.","program analysis, fixed point algorithm, QCheck, abstract interpretation, symbolic execution",2025,"International Conference on Mobile Systems, Applications and Services",Conference Paper,Validation research,Software Testing
2,R2ACM937,"Quantum Opacity, Classical Clarity: A Hybrid Approach to Quantum Circuit Obfuscation","Quantum computing leverages quantum mechanics to achieve computational advantages over classical hardware, but the use of third-party quantum compilers in the Noisy Intermediate-Scale Quantum (NISQ) era introduces risks of intellectual property (IP) exposure. We address this by proposing a novel obfuscation technique that protects proprietary quantum circuits by inserting additional quantum gates prior to compilation. These gates corrupt the measurement outcomes, which are later corrected through a lightweight classical post-processing step based on the inserted gate structure. Unlike prior methods that rely on complex quantum reversals, barriers, or physical-to-virtual qubit mapping, our approach achieves obfuscation using compiler-agnostic classical correction. We evaluate the technique across five benchmark quantum algorithms—Shor’s, QAOA, Bernstein-Vazirani, Grover’s, and HHL—using IBM’s Qiskit framework. The results demonstrate high Total Variation Distance (above 0.5) and consistently negative Degree of Functional Corruption (DFC), confirming both statistical and functional obfuscation. This shows that our method is a practical and effective solution for the security of quantum circuit designs in untrusted compilation flows.","Quantum Obfuscation, Classical Deobfuscation, Security",2025,Workshop on Research on Offensive and Defensive Techniques in the Context of Man At The End Attacks,Conference Paper,Validation research,Software Security
2,R2IEEE942,Quantum Program Linting with LLMs: Emerging Results from a Comparative Study,"Ensuring the quality of quantum programs is increasingly important; however, traditional static analysis techniques are insufficient due to the unique characteristics of quantum computing. Quantum-specific linting tools, such as LintQ, have been developed to detect quantum-specific programming problems; however, they typically rely on manually crafted analysis queries. The manual effort required to update these tools limits their adaptability to evolving quantum programming practices. To address this challenge, this study investigates the feasibility of employing Large Language Models (LLMs) to develop a novel linting technique for quantum software development and explores potential avenues to advance linting approaches. We introduce LintQ-LLM, an LLM-based linting tool designed to detect quantum-specific problems comparable to those identified by LintQ. Through an empirical comparative study using realworld Qiskit programs, our results show that LintQ-LLM is a viable solution that complements LintQ, with particular strengths in problem localization, explanation clarity, and adaptability potential for emerging quantum programming frameworks, thus providing a basis for further research. Furthermore, this study discusses several research opportunities for developing more advanced, adaptable, and feedback-aware quantum software quality assurance methods by leveraging LLMs.",Location awareness;Quantum computing;Quality assurance;Accuracy;Large language models;Static analysis;Software quality;Programming;Software development management;quantum software;linting;static analysis;large language models (LLMs);quality assurance,2025,International Conference on Quantum Computing and Engineering,Conference Paper,Validation research,Software Quality
2,R2IEEE962,Quantum Software Experiments: A Reporting and Laboratory Package Structure Guidelines Proposal,"Replicability and verifiability of empirical results are the cornerstones of scientific endeavor. In the specific area of software engineering, there are widely accepted guidelines for reporting and creating laboratory packages. However, in the realm of quantum computing, the landscape is remarkably different. Current practices in quantum computing involve complex and disparate computing architectures, and, to the best of our knowledge, there exists a notable absence of tailored guidelines for reporting and assembling laboratory packages specific to quantum computing experiments. This gap presents significant challenges to achieving replicability and verifiability in quantum computing research. Addressing this need, our paper introduces a comprehensive framework for reporting software experiments in the quantum computing domain. It adapts Jedlitschka's widely recognized reporting guidelines to the unique requirements of quantum computing. Furthermore, we propose an innovative structure for laboratory packages, synthesizing the methodologies of Guevara et al., and Solari et al., with additional elements tailored to the specificities of quantum computing experiments. This dual approach aims to enhance the replicability and verifiability of experiments in this cutting-edge field, fostering the rigorous and reliable scientific inquiry of quantum software engineering.",Quantum computing;Reviews;Publishing;Reliability engineering;Software;Software reliability;Proposals;Replicability;Guidelines;Software engineering;reporting guidelines;laboratory packages;quantum software engineering;quantum software experiments,2025,International Conference on Quantum Software,Conference Paper,Proposal of solution,Engineering Foundations
2,R2IEEE964,Quantum Software Security Challenges Within Shared Quantum Computing Environments,"The number of qubits in quantum computers keeps growing, but most quantum programs remain relatively small because of the noisy nature of the underlying quantum hardware. This might lead quantum cloud providers to explore increased hardware utilization, and thus profitability through means such as multi-programming, which would allow the execution of multiple programs in parallel. The adoption of such technology would bring entirely new challenges to the field of quantum software security. This article explores and reports the key challenges identified in quantum software security within shared quantum computing environments.",Computers;Quantum computing;Profitability;Qubit;Lead;Software;Hardware;Security;Noise measurement;Integrated circuit reliability;Quantum software security;cybersecurity;quantum computing;security of quantum software,2025,International Conference on Quantum Computing and Engineering,Conference Paper,Opinion papers,Software Security
2,R2IEEE966,Quantum Software: From Engineering to Interaction,"Recent progress in quantum computing has under-scored the need for specialized software to effectively address the unique challenges posed by quantum systems. While early research emphasized hardware and algorithmic breakthroughs, recent progress underscores the necessity of Quantum Soft-ware Engineering (QSE), an emerging discipline that combines software lifecycle processes, tooling, hybrid orchestration, and human-centered design. This paper integrates insights from QSE and quantum software architecture (QSA) to propose a hybrid execution architecture explicitly shaped by Quantum HCI principles, emphasizing developer experience, trust, and the quality of interaction with quantum systems. While quantum software represents a new genre of software-intensive systems, existing processes and notations can be adapted to derive architecting activities and develop modeling languages for quantum software. Additionally, tool chains can incorporate reusable knowledge and roles to automate and customize the architectural process. By analyzing current research and iden-tifying existing gaps, this paper aims to guide the systematic development of robust and scalable quantum software systems. Central to this vision is meaningful human interaction, ensuring that developers can interpret, act on, and trust system outputs from design to post-execution analysis.",Quantum system;Quantum computing;Systematics;Software architecture;Software algorithms;Computer architecture;Standardization;Software systems;Software;Software reliability;Quantum Software Engineering;Human-Centered Quantum;Hybrid Quantum Computing;Quantum Toolchains;Quantum-HPC,2025,Conference on Cloud and Big Data Computing,Conference Paper,Philosophical papers,Software Architecture
2,R2IEEE969,Quantum Testing in the Wild: A Case Study with Qiskit Algorithms,"Although classical computing has excelled in a wide range of applications, there remain problems that push the limits of its capabilities, especially in fields like cryptography, optimization, and materials science. Quantum computing introduces a new computational paradigm, based on principles of superposition and entanglement to explore solutions beyond the capabilities of classical computation. With the increasing interest in the field, there are challenges and opportunities for academics and practitioners in terms of software engineering practices, particularly in testing quantum programs. This paper presents an empirical study of testing patterns in quantum algorithms. We analyzed all the tests handling quantum aspects of the implementations in the Qiskit Algorithms library and identified seven distinct patterns that make use of (1) fixed seeds for algorithms based on random elements; (2) deterministic oracles; (3) precise and approximate assertions; (4) Data-Driven Testing (DDT); (5) functional testing; (6) testing for intermediate parts of the algorithms being tested; and (7) equivalence checking for quantum circuits. Our results show a prevalence of classical testing techniques to test the quantum-related elements of the library, while recent advances from the research community have yet to achieve wide adoption among practitioners.",Software testing;Quantum algorithm;Quantum entanglement;Software algorithms;Approximation algorithms;Libraries;Software;Quantum circuit;Testing;Software engineering;Quantum Software Engineering;Quantum Software Testing;Test Patterns;Empirical Study,2025,"International Conference on Software Analysis, Evolution and Reengineering",Conference Paper,Evaluation research,Software Testing
2,R2IEEE971,Quantum Vs. Classical Machine Learning Algorithms for Software Defect Prediction: Challenges and Opportunities,"Software defect prediction is a critical aspect of software quality assurance, as it enables early identification and mitigation of defects, thereby reducing the cost and impact of software failures. Over the past few years, quantum computing has risen as an exciting technology capable of transforming multiple domains; Quantum Machine Learning (QML) is one of them. QML algorithms harness the power of quantum computing to solve complex problems with better efficiency and effectiveness than their classical counterparts. However, research into its application in software engineering to predict software defects still needs to be explored. In this study, we worked to fill the research gap by comparing the performance of three QML and five classical machine learning (CML) algorithms on the 20 software defect datasets. Our investigation reports the comparative scenarios of QML vs. CML algorithms and identifies the better-performing and consistent algorithms to predict software defects. We also highlight the challenges and future directions of employing QML algorithms in real software defect datasets based on the experience we faced while performing this investigation. The findings of this study can help practitioners and researchers further progress in this research domain by making software systems reliable and bug-free.",Machine learning algorithms;Quantum computing;Software algorithms;Machine learning;Software quality;Prediction algorithms;Software systems;Software;Software reliability;Software engineering;Software Defect Prediction;Feature Selection;Quantum Machine Learning;Classical Machine Learning;Hybrid Quantum-Classical Models,2025,International Workshop on Quantum Software Engineering,Conference Paper,Evaluation research,Software Quality
2,R2IEEE984,Quantum-Guided Test Case Minimization for LLM-Based Code Generation,"Precisely controlling Large Language Models (LLMs) to generate efficient and concise code is a central challenge in software engineering. We introduce a framework based on Test-Driven Development (TDD) that transforms code specification into a combinatorial optimization task. The framework first prompts an LLM to generate a test suite, then formulates the Test Case Minimization (TCM) problem as a Quadratic Unconstrained Binary Optimization (QUBO) model. This QUBO paradigm is compatible with both classical solvers and emerging hardware such as quantum annealers. Experimentally, quantum annealing solves the core TCM task 16 times faster than simulated annealing. This performance underpins our end-to-end framework, which reduces total token consumption by 36.5% and significantly improves code quality. This work demonstrates a powerful synergy between generative AI and combinatorial optimization in software engineering, highlighting the critical importance of precise model formulation.",Codes;Large language models;Simulated annealing;Transforms;Quantum annealing;Minimization;Software;Hardware;Optimization;Software engineering;large language models;test case minimization;quadratic unconstrained binary optimization,2025,International Conference on Collaborative Advances in Software and Computing,Conference Paper,Validation research,Software Testing
2,R2IEEE996,QuanUML: Towards A Modeling Language for Model-Driven Quantum Software Development,"This paper introduces QuanUML, an extension of the Unified Modeling Language (UML) tailored for quantum software systems. QuanUML integrates quantum-specific constructs, such as qubits and quantum gates, into the UML framework, enabling the modeling of both quantum and hybrid quantum-classical systems. We apply QuanUML to Efficient Long-Range Entanglement using Dynamic Circuits and Shor’s Algorithm, demonstrating its utility in designing and visualizing quantum algorithms. Our approach supports model-driven development of quantum software and offers a structured framework for quantum software design. We also highlight its advantages over existing methods and discuss future improvements.",Quantum algorithm;Software design;Heuristic algorithms;Unified modeling language;Software algorithms;Qubit;Logic gates;Software systems;Integrated circuit modeling;Model-driven development;Modeling Language;Model-Driven Development;Quantum Software;UML,2025,"Computers, Software, and Applications Conference",Conference Paper,Proposal of solution,Software Engineering Models and Methods
2,R2SCP999,Quirk-E quantum circuit simulator: Integrated tool for quantum algorithm development,"In this paper we present Quirk-E, a visual quantum circuit simulator, addressing key challenges in quantum software development, including workflow integration, usability and interoperability. Quirk-E supports circuit creation from composition to simulation and export and is guided by cognitive models to reduce cognitive load. Empirical evaluations suggest improved task efficiency and enhanced usability compared to other tools. With code compatibility, visual customization, and no login barriers, Quirk-E supports research, education, and toolchain integration in the evolving quantum ecosystem. © 2025 The Authors",Quantum circuit editor; Quantum circuit simulator; Quantum software; Quirk-E,2025,SoftwareX,Article,Validation research,Software Engineering Operations
2,R2SCP1001,QuMuS: A scalable tool for quantum mutant testing on NISQ hardware,"Quantum Mutation Testing (QMT) is a promising approach for assessing the correctness and robustness of quantum programs, but its adoption on real quantum hardware is severely constrained by the cost and execution time required to run large mutant sets on cloud-based Quantum Processing Units. This paper presents QuMuS, a scalable software tool that enables practical QMT on NISQ hardware by combining automated quantum circuit mutant generation with a multi-programmed scheduling strategy. QuMuS efficiently packs large collections of mutants into composite circuits for execution on real quantum devices and reconstructs individual results through an unscheduling process, significantly reducing operational overhead. The tool provides an end-to-end workflow supporting circuit definition, mutant generation, scheduling, execution, and result analysis, while abstracting provider-specific details and integrating with IBM Quantum and Amazon Braket. Experimental validation on real quantum processors using large mutant sets demonstrates execution time and cost reductions exceeding 90% compared to isolated executions, while preserving acceptable statistical fidelity under realistic noise conditions. Copyright © 2026. Published by Elsevier B.V.",Multi-programming; Quantum circuit mutants; Quantum mutant testing; Quantum software engineering,2026,SoftwareX,Article,Validation research,Software Testing
2,R2IEEE1004,Qunicorn: A Middleware for the Unified Execution Across Heterogeneous Quantum Cloud Offerings,"Quantum computers are available via a variety of different quantum cloud offerings. These offerings are heterogeneous and differ in features, such as pricing models or types of access to quantum computers. Furthermore, quantum circuits can be implemented using different quantum programming languages, which are typically only supported by a small subset of quantum cloud offerings. As a consequence, using a specific quantum programming language for implementing the application at hand can limit the set of compatible quantum cloud offerings and cause a vendor lock-in. Therefore, selecting a suitable quantum cloud offering and a corresponding quantum programming language requires knowledge about their features. In this paper, we (i) analyze the available quantum cloud offerings and extract their features. Moreover, we (ii) introduce the architecture for a unification middleware that facilitates accessing quantum computers available via different quantum cloud offerings by automatically translating between various quantum circuit and result formats. To showcase the practical feasibility of our approach, we (iii) present a prototypical implementation and validate it for three exemplary application scenarios.",Computers;Hands;Computer languages;Translation;Pricing;Feature extraction;Middleware;Quantum circuit;Integrated circuit modeling;Software engineering;Quantum Computing;Unification;Middleware,2025,International Workshop on Quantum Software Engineering,Conference Paper,Validation research,Software Architecture
2,R2IEEE1005,qWard: A Unified Toolkit for Pre- and Post-Runtime Quantum Circuit Metrics,"As quantum computing (QC) matures towards practical applications, effective methods to evaluate quantum algorithms, circuits, and execution quality in quantum software are gaining more relevance. To apply such methods, a set of meaningful metrics must be defined, understood, calculated, and applied. In an effort to solve that problem, this paper categorizes quantum related metrics into pre-runtime (derived from the static analysis of circuits before execution) and post-runtime (derived from the analysis of execution results). It is worthwhile to mention that while popular quantum SDKs such as Qiskit, PennyLane, and Q\# offer some circuit characteristics, there is often a gap between these native capabilities and the broader set of insightful pre- and post-runtime metrics in the literature. This paper introduces $\boldsymbol{q}$ Ward, a Python library developed to bridge this gap by offering an initial implementation for the Qiskit SDK. qWard provides a toolkit designed to compute and visualize key pre-runtime and post-runtime metrics, facilitating the analysis of quantum algorithms. To illustrate its application, an experiment using a bell state circuit is conducted, which includes different backend configurations within the simulator as well as its execution on the IBM “torino” quantum processor. It is important to note that the initial version of qWard is limited to the Qiskit SDK and the Qiskit AER simulator.",Circuit analysis;Circuits;Quantum circuit;Circuit synthesis;Circuits and systems;Communications technology;Quantum circuit;Quantum communication;Information and communication technology;Radio access networks;Quantum computing;software quality;open source library;Qiskit,2025,"Chilean Conference on Electrical, Electronics Engineering, Information and Communication Technologies",Conference Paper,Proposal of solution,Software Quality
2,R2IEEE1012,Redundant Self-Adaptive Quantum Software Architecture Towards Reliable Quantum Computing,"While quantum computers have attracted much attention, dealing with errors due to noise caused by the external environment is a significant challenge. This paper proposes RAQuS (Redundant self-Adaptive Quantum Software architecture) for improving the reliability of quantum computers' outputs by integrating two software reliability techniques: N-version Programming and MAPE-K. We also introduce a preliminary experiment to demonstrate the architecture's applicability.",Computers;Quantum computing;Software architecture;Conferences;Noise;Computer architecture;Programming;Reliability engineering;Software reliability;Quantum software;architecture;reliability,2025,International Symposium on Software Reliability Engineering Workshops,Conference Paper,Proposal of solution,Software Architecture
2,R2ACM1014,Refinement calculus of quantum programs with projective assertions,"This paper presents a refinement calculus designed specifically for quantum programs, offering a structured approach to their progressive and modular development while ensuring correctness throughout the refinement process. We begin by investigating the partial correctness of nondeterministic programs within a quantum while language featuring prescription statements. Orthogonal projectors, which are in one-to-one correspondence to subspaces of the state Hilbert space, are taken as assertions for quantum states. We provide the weakest liberal precondition and strongest postcondition semantics of quantum programs, and based on these dual semantics, introduce refinement rules that facilitate the incremental development of quantum programs. All these rules, as well as their soundness and completeness, are formalized and proven in the Coq proof assistant by utilizing CoqQ, a general-purpose framework for quantum computing and program verification. To demonstrate the utility of the refinement calculus, we examine examples including the implementation of a Z-rotation gate, the repetition error-correction code, and the quantum-to-quantum Bernoulli factory. Moreover, we present QRefine, a Python-based interactive prototype designed as a proof of concept to demonstrate the potential of our approach in the stepwise development of correct quantum programs","Refinement calculus, quantum programming, semantics, verification",2025,Transactions on Software Engineering and Methodology,Article,Validation research,Software Engineering Models and Methods
2,R2ACM1025,Rethinking Services in the Quantum Age: The SOQ Paradigm,"Quantum computing is rapidly progressing from theoretical promise to practical implementation, offering significant computational advantages for tasks in optimization, simulation, cryptography, and machine learning. However, its integration into real-world software systems remains constrained by hardware fragility, platform heterogeneity, and the absence of robust software engineering practices. This paper introduces Service-Oriented Quantum (SOQ), a novel paradigm that reimagines quantum software systems through the lens of classical service-oriented computing. Unlike prior approaches such as Quantum Service-Oriented Computing (QSOC), which treat quantum capabilities as auxiliary components within classical systems, SOQ positions quantum services as autonomous, composable, and interoperable entities. We define the foundational principles of SOQ, propose a layered technology stack to support its realization, a reference architecture for defining quantum services based on the good implementation of a classical service, and identify the key research and engineering challenges that must be addressed, including interoperability, hybridity, pricing models, service abstractions, and workforce development. This approach is of vital importance for the advancement of quantum technology because it enables the scalable, modular, and interoperable integration of quantum computing into real-world software systems independently and without relying on a dedicated classical environment to manage quantum processing.","Quantum Computing, Quantum Software Engineering, Service-Oriented Quantum",2026,Transactions on Software Engineering and Methodology,Article,Proposal of solution,Software Architecture
2,R2IEEE1034,SAT Strikes Back: Parameter and Path Relations in Quantum Toolchains,"In the foreseeable future, toolchains for quantum computing should offer automatic means of transforming a high level problem formulation down to a hardware executable form. Thereby, it is crucial to find (multiple) transformation paths that are optimised for (hardware specific) metrics. We zoom into this pictured tree of transformations by focussing on $k$-SAT instances as input and their transformation to QUBO, while considering structure and characteristic metrics of input, intermediate and output representations. Our results can be used to rate valid paths of transformation in advance—also in automated (quantum) toolchains. We support the automation aspect by considering stability and therefore predictability of free parameters and transformation paths. Moreover, our findings can be used in the manifesting era of error correction (since considering structure in a high abstraction layer can benefit error correcting codes in layers below). We also show that current research is closely linked to quadratisation techniques and their mathematical foundation.",Measurement;Quantum computing;Boolean functions;Automation;Software;Hardware;Error correction codes;Periodic structures;Quantum Software;SAT;Pseudo Boolean Function;QUBO;PUBO,2025,International Conference on Quantum Software,Conference Paper,Validation research,Software Construction
2,R2SCP1050,Security discussions in quantum software projects on GitHub,"Quantum software engineering is an emerging field that leverages quantum computing and software development to address contemporary computational challenges. A significant concern in this domain is security, which has become a critical issue in quantum software engineering. Despite advances in quantum computing security, there is a lack of empirical evidence examining the primary security concerns of developers within the context of quantum software engineering. This paper presents a study that identifies, describes, and analyzes topics discussed by developers regarding open and closed issues of quantum software projects hosted on GitHub. Of the 18 identified projects, 2,264 filtered open and closed issues were obtained, of which 294 (13%) were related to security. Using the Latent Dirichlet Allocation algorithm, 15 topics were identified. Furthermore, we identified the key security concerns that developers addressed in the issues, the majority of which were oriented towards code failure, noise and modular validation. This study serves as a precedent for a practical analysis of the identification and characterization of security topics, as well as the initial insights into security design decisions that developers discuss in quantum software projects. © 2025 Elsevier Inc.",Quantum software engineering; Repository mining; Security; Topic analysis,2026,Journal of Systems and Software,Article,Evaluation research,Software Security
