Round,ID,Authors,Institution,Type of Institution,Public/Private,Profit/Non-profit,Country
1,SCP0221,Ye Wang,Duke University,University,Private,Non-profit,United States
1,SCP0221,Junki Kim,Sungkyunkwan University,University,Private,Non-profit,Republic of Korea
1,SCP0225,Ana Díaz Muñoz,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0225,Mario Gerardo Piattini Velthuis,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0225,Moisés Rodríguez Monje,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0228,Mingsheng Ying,Tsinghua University,University,Public,Non-profit,China
1,SCP0228,Mingsheng Ying,University of Technology Sydney,University,Public,Non-profit,Australia
1,SCP0230,Andriy Miranskyy,Toronto Metropolitan University,University,Public,Non-profit,Canada
1,SCP0230,Lei Zhang,Toronto Metropolitan University,University,Public,Non-profit,Canada
1,SCP0240,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,SCP0245,Rodney Van Meter,Keio University,University,Private,Non-profit,Japan
1,SCP0245,Sara Ayman Metwalli,Keio University,University,Private,Non-profit,Japan
1,SCP0251,Benjamin Weder,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0251,Frank Leymann,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0251,Johanna Barzen,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0251,Michael Zimmermann,University of Stuttgart,University,Public,Non-profit,Germany
1,SCP0256,Luis Jiménez-Navajas,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0256,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0256,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0259,Alfred V. Aho,Columbia University,University,Private,Non-profit,United States
1,SCP0259,Krysta M. Svore,Columbia University,University,Private,Non-profit,United States
1,SCP0259,Andrew W. Cross,Massachusetts Institute of Technology,University,Private,Non-profit,United States
1,SCP0259,Isaac Chuang,Massachusetts Institute of Technology,University,Private,Non-profit,United States
1,SCP0259,Igor L. Markov,University of Michigan,University,Public,Non-profit,United States
1,SCP0260,Paul Schnabl,University of Technology Graz,University,Public,Non-profit,Austria
1,SCP0261,Luis Jiménez-Navajas,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0261,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0261,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0264,Juan M. Murillo,University of Seville,University,Public,Non-profit,Spain
1,SCP0272,A.G. Reshetnikov,Dubna University,University,Public,Non-profit,Russia
1,SCP0272,S.V. Ulyanov,Dubna University,University,Public,Non-profit,Russia
1,SCP0272,V.V. Korenkov,Dubna University,University,Public,Non-profit,Russia
1,SCP0279,Mahmood Niazi,King Fahd University of Petroleum and Minerals,University,Public,Non-profit,Saudi Arabia
1,SCP0279,Muhammad Azeem Akbar,Lappeenranta-Lahti University of Technology,University,Public,Non-profit,Finland
1,SCP0279,Shoayee Dlaim Alotaibi,University of Hail,University,Public,Non-profit,Saudi Arabia
1,SCP0279,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,SCP0279,Mohammed Naif Alatawi,University of Tabuk,University,Public,Non-profit,Saudi Arabia
1,SCP0282,Dhirendra Pandey,Babasaheb Bhimrao Ambedkar University,University,Public,Non-profit,India
1,SCP0282,Md Tarique Jamal Ansari,Babasaheb Bhimrao Ambedkar University,University,Public,Non-profit,India
1,SCP0282,Mohd Nadeem,Babasaheb Bhimrao Ambedkar University,University,Public,Non-profit,India
1,SCP0282,Raees Ahmad Khan,Babasaheb Bhimrao Ambedkar University,University,Public,Non-profit,India
1,SCP0282,Rajeev Kumar,Babu Banarasi Das University,University,Private,Non-profit,India
1,SCP0282,Abdullah Alharbi,Taif University,University,Public,Non-profit,Saudi Arabia
1,SCP0282,Hashem Alyami,Taif University,University,Public,Non-profit,Saudi Arabia
1,SCP0282,Wael Alosaimi,Taif University,University,Public,Non-profit,Saudi Arabia
1,SCP0284,A.B. Mutiara,Gunadarma University,University,Private,Non-profit,Indonesia
1,SCP0284,J.S.K. Karamoy,Gunadarma University,University,Private,Non-profit,Indonesia
1,SCP0284,R. Refianti,Gunadarma University,University,Private,Non-profit,Indonesia
1,SCP0287,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0287,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,SCP0287,Samuel Sepúlveda,University of La Frontera,University,Public,Non-profit,Chile
1,SCP0300,Alberto Krone-Martins,University of California,University,Public,Non-profit,United States
1,SCP0300,Cristina V. Lopes,University of California,University,Public,Non-profit,United States
1,SCP0300,Samyak Jhaveri,University of California,University,Public,Non-profit,United States
1,SCP0307,QianQian Qu,Shanghai Polytechnic University,University,Public,Non-profit,China
1,SCP0307,Le Luo,Sun Yat-Sen University,University,Public,Non-profit,China
1,SCP0310,Lodovica Marchesi,University of Cagliari,University,Public,Non-profit,Italy
1,SCP0310,Michele Marchesi,University of Cagliari,University,Public,Non-profit,Italy
1,SCP0310,Roberto Tonelli,University of Cagliari,University,Public,Non-profit,Italy
1,SCP0326,Manfred Hauswirth,Technische Universität Berlin,University,Public,Non-profit,Germany
1,SCP0342,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,SCP0342,Asmar Muqeet,University of Oslo,University,Public,Non-profit,Norway
1,SCP0342,Xinyi Wang,University of Oslo,University,Public,Non-profit,Norway
1,SCP0343,Julian Hans,University of Lübeck,University,Public,Non-profit,Germany
1,SCP0343,Sven Groppe,University of Lübeck,University,Public,Non-profit,Germany
1,SCP0347,Liudmyla V. Lehka,Krivyi Rih State Pedagogical University,University,Public,Non-profit,Ukraine
1,SCP0347,Svitlana V. Shokaliuk,Krivyi Rih State Pedagogical University,University,Public,Non-profit,Ukraine
1,SCP0350,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0350,Jaime Alvarado-Valiente,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0350,Javier Romero-Álvarez,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0350,José Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0350,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0353,Evangelia Girousi,University of Macedonia,University,Public,Non-profit,Greece
1,SCP0353,Maria Orfanaki,University of Macedonia,University,Public,Non-profit,Greece
1,SCP0353,Stavros Souravlas,University of Macedonia,University,Public,Non-profit,Greece
1,SCP0355,Álvaro M. Aparicio-Morales,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0355,Javier Berrocal,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0355,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0355,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,SCP0355,Majid Haghparast,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0355,Niko Mäkitalo,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0355,Tommi Mikkonen,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0355,Vlad Stirbu,University of Jyväskylä,University,Public,Non-profit,Finland
1,SCP0357,Alexey Nechaev,The Jerusalem College of Engineering,University,Private,Non-profit,Israel
1,SCP0357,Iaakov Exman,The Jerusalem College of Engineering,University,Private,Non-profit,Israel
1,SCP0369,Alfred Lako,Polytechnic University of Tirana,University,Public,Non-profit,Albania
1,SCP0369,Anibrata Pal,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0369,Danilo Caivano,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0369,Vita Santa Barletta,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0374,Matthias Riebisch,Universität Hamburg,University,Public,Non-profit,Germany
1,SCP0374,Tom Weber,Universität Hamburg,University,Public,Non-profit,Germany
1,SCP0387,Thijs Wendrich,Leibniz University Hannover,University,Public,Non-profit,Germany
1,SCP0387,Hauke Müntinga,University of Bremen,University,Public,Non-profit,Germany
1,SCP0390,Alessandro Pagano,University of Bari,University,Public,Non-profit,Italy
1,SCP0390,Antonio Piccinno,University of Bari,University,Public,Non-profit,Italy
1,SCP0390,Fabio Cassano,University of Bari,University,Public,Non-profit,Italy
1,SCP0390,Mirko De Vincentiis,University of Bari,University,Public,Non-profit,Italy
1,SCP0394,Ahmad Mansrah,Al-Zaytoonah University of Jordan,University,Private,Non-profit,Jordan
1,SCP0394,Ismael Jannoud,Al-Zaytoonah University of Jordan,University,Private,Non-profit,Jordan
1,SCP0394,Mohammad Alia,Al-Zaytoonah University of Jordan,University,Private,Non-profit,Jordan
1,SCP0394,Mohammad Masoud,Al-Zaytoonah University of Jordan,University,Private,Non-profit,Jordan
1,SCP0394,Yousef Jaradat,Al-Zaytoonah University of Jordan,University,Private,Non-profit,Jordan
1,SCP0394,Omar Alheyasat,AlBalqa’ Applied University,University,Public,Non-profit,Jordan
1,SCP0398,Kartik Singhal,University of Chicago,University,Private,Non-profit,United States
1,SCP0398,Robert Rand,University of Chicago,University,Private,Non-profit,United States
1,SCP0398,Kesha Hietala,University of Maryland,University,Public,Non-profit,United States
1,SCP0414,Anya Tafliovich,University of Toronto,University,Public,Non-profit,Canada
1,SCP0414,Eric C. R. Hehner,University of Toronto,University,Public,Non-profit,Canada
1,SCP0421,Ahmed Younes,Alexandria University,University,Public,Non-profit,Egypt
1,SCP0421,Hager Hussein,Arab Academy for Science and Technology,University,Public-private,Non-profit,Egypt
1,SCP0421,Walid Abdelmoez,Arab Academy for Science and Technology,University,Public-private,Non-profit,Egypt
1,SCP0421,Ahmed Younes,University of Birmingham,University,Public,Non-profit,United Kingdom
1,SCP0482,Christian B. Mendl,University of Munich,University,Public,Non-profit,Germany
1,SCP0485,Xiangdong Li,City University of New York,University,Public,Non-profit,United States
1,SCP0485,Fangmin Song,Nanjing University,University,Public,Non-profit,China
1,SCP0485,Fangmin Song,Nanjing University,University,Public,Non-profit,China
1,SCP0485,Nan Wu,Nanjing University,University,Public,Non-profit,China
1,SCP0494,Adrian Winckles,Anglia Ruskin University,University,Public,Non-profit,United Kingdom
1,SCP0494,Domenico Vicinanza,Anglia Ruskin University,University,Public,Non-profit,United Kingdom
1,SCP0494,George Wilson,Anglia Ruskin University,University,Public,Non-profit,United Kingdom
1,SCP0494,James Fitzjohn,Anglia Ruskin University,University,Public,Non-profit,United Kingdom
1,SCP0525,Qiaoyan Wen,Beijing University of Posts and Telecommunications,University,Public,Non-profit,China
1,SCP0525,Xiufeng Zhang,Beijing University of Posts and Telecommunications,University,Public,Non-profit,China
1,SCP0609,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,SCP0609,Xinyi Wang,University of Oslo,University,Public,Non-profit,Norway
1,SCP0656,Anibrata Pal,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0656,Maria Teresa Baldassarre,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0656,Michele Scalera,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0656,Mirko De Vincentiis,University of Bari Aldo Moro,University,Public,Non-profit,Italy
1,SCP0659,Biresh Kumar,Amity University Jharkhand,University,Private,Non-profit,India
1,SCP0659,Pooja Jha,Amity University Jharkhand,University,Private,Non-profit,India
1,SCP0659,Vandana Sharma,Christ University,University,Private,Non-profit,India
1,SCP0659,Anurag Sinha,Indira Gandhi National Open University,University,Public,Non-profit,India
1,SCP0659,Hassan Raza Mahmood,National University of Computer and Emerging Sciences,University,Private,Non-profit,Pakistan
1,SCP0659,Ahmed Alkhayyat,The Islamic University,University,Private,Non-profit,Iraq
1,SCP0967,Ali Idri,University Mohamed V,University,Public,Non-profit,Morocco
1,SCP0967,Salma El Koutbi,University Mohamed V,University,Public,Non-profit,Morocco
1,SCP0983,Chih-Yu Chen,Chung Yuan Christian University,University,Private,Non-profit,Taiwan
1,SCP0983,Ching-Ray Chang,Chung Yuan Christian University,University,Private,Non-profit,Taiwan
1,SCP0983,Chi-Hsuan Wu,National Pingtung University,University,Public,Non-profit,Taiwan
1,SCP0983,Chia-Ho Ou,National Pingtung University,University,Public,Non-profit,Taiwan
1,SCP0983,Yu-Chen Tsai,National Pingtung University,University,Public,Non-profit,Taiwan
1,SCP0983,Yu-Hong Li,National Pingtung University,University,Public,Non-profit,Taiwan
1,SCP0983,Zhi-You Yan,National Pingtung University,University,Public,Non-profit,Taiwan
1,WOS0011,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0011,Junjie Luo,Kyushu University,University,Public,Non-profit,Japan
1,WOS0011,Pengzhan Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0011,Shuhan Lan,Kyushu University,University,Public,Non-profit,Japan
1,WOS0011,Zhongtao Miao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0017,Mingsheng Ying,Tsinghua University,University,Public,Non-profit,China
1,WOS0017,Yuan Feng,Tsinghua University,University,Public,Non-profit,China
1,WOS0017,Mingsheng Ying,University of Technology Sydney,University,Public,Non-profit,Australia
1,WOS0017,Yuan Feng,University of Technology Sydney,University,Public,Non-profit,Australia
1,WOS0072,Beibei Yin,Beihang University,University,Public,Non-profit,China
1,WOS0072,Kai-Yuan Cai,Beihang University,University,Public,Non-profit,China
1,WOS0072,Linzhi Huang,Beihang University,University,Public,Non-profit,China
1,WOS0072,Yuechen Li,Beihang University,University,Public,Non-profit,China
1,WOS0072,Hanyu Pei,University of Science and Technology Beijing,University,Public,Non-profit,China
1,WOS0121,Ignacio García-Rodríguez,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS0121,Maria Teresa Merchan Quintana,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS0121,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS0121,Moises Rodriguez Monje,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS0127,Davide Di Ruscio,University of L'Aquila,University,Public,Non-profit,Italy
1,WOS0127,Luca Traini,University of L'Aquila,University,Public,Non-profit,Italy
1,WOS0127,Muhammad Imran,University of L'Aquila,University,Public,Non-profit,Italy
1,WOS0127,Riccardo Rubei,University of L'Aquila,University,Public,Non-profit,Italy
1,WOS0127,Vittorio Cortellessa,University of L'Aquila,University,Public,Non-profit,Italy
1,WOS0157,Tao Yue,Nanjing University of Aeronautics and Astronautics,University,Public,Non-profit,China
1,WOS0157,Xinyi Wang,Nanjing University of Aeronautics and Astronautics,University,Public,Non-profit,China
1,WOS0204,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0204,Pengzhan Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0204,Shuhan Lan,Kyushu University,University,Public,Non-profit,Japan
1,WOS0204,Zhongtao Miao,Kyushu University,University,Public,Non-profit,Japan
1,WOS0223,Sebastian Pombo Mott,Universidad ORT,University,Private,Non-profit,Uruguay
1,WOS0223,Agustina Arismendi,University of the Republic,University,Public,Non-profit,Uruguay
1,WOS0348,Nobukazu Yoshioka,Waseda University,University,Private,Non-profit,Japan
1,WOS0888,Robert Rand,University of Chicago,University,Private,Non-profit,United States
1,WOS0888,Aidan Evans,Yale University,University,Private,Non-profit,United States
1,WOS0888,Robert Soule,Yale University,University,Private,Non-profit,United States
1,WOS0888,Seun Omonije,Yale University,University,Private,Non-profit,United States
1,WOS0916,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,WOS0916,Asmar Muqeet,University of Oslo,University,Public,Non-profit,Norway
1,WOS0956,Tao Yue,Nanjing University of Aeronautics and Astronautics,University,Public,Non-profit,China
1,WOS1152,Arif Ali Khan,University of Oulu,University,Public,Non-profit,Finland
1,WOS1152,Davide Taibi,University of Oulu,University,Public,Non-profit,Finland
1,WOS1152,Maryam Tavassoli Sabzevari,University of Oulu,University,Public,Non-profit,Finland
1,WOS1152,Matteo Esposito,University of Rome Tor Vergata,University,Public,Non-profit,Italy
1,WOS1153,Guoqing Harry Xu,University of California,University,Public,Non-profit,United States
1,WOS1153,Jiyuan Wang,University of California,University,Public,Non-profit,United States
1,WOS1153,Miryung Kim,University of California,University,Public,Non-profit,United States
1,WOS1153,Qian Zhang,University of California,University,Public,Non-profit,United States
1,WOS1155,Muhammad Kashif,Hamad Bin Khalifa University,University,Private,Non-profit,Qatar
1,WOS1155,Saif Al-Kuwari,Hamad Bin Khalifa University,University,Private,Non-profit,Qatar
1,WOS1192,Hadi Salloum,Innopolis University,University,Public,Non-profit,Russia
1,WOS1192,Manuel Mazzara,Innopolis University,University,Public,Non-profit,Russia
1,WOS1192,Mohamad Nour Shahin,Innopolis University,University,Public,Non-profit,Russia
1,WOS1192,Mohammad Reza Bahrami,Innopolis University,University,Public,Non-profit,Russia
1,WOS1192,Suleiman Karim Eddin,Innopolis University,University,Public,Non-profit,Russia
1,WOS1192,Mohammad Reza Bahrami,Samarkand International University of Technology,University,Private,Non-profit,Uzbekistan
1,WOS1192,Badee Salloum,Syrian Virtual University,University,Public,Non-profit,Syria
1,WOS1207,David Valencia,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1207,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1207,Javier Berrocal,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1207,Javier Rojo,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1207,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1207,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1249,Shaukat Ali,Oslo Metropolitan University,University,Public,Non-profit,Norway
1,WOS1251,Tao Yue,Nanjing University of Aeronautics and Astronautics,University,Public,Non-profit,China
1,WOS1251,Xinyi Wang,Nanjing University of Aeronautics and Astronautics,University,Public,Non-profit,China
1,WOS1255,Fuyuan Zhang,Kyushu University,University,Public,Non-profit,Japan
1,WOS1255,Jiaming Ye,Kyushu University,University,Public,Non-profit,Japan
1,WOS1255,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS1255,Shangzhou Xia,Kyushu University,University,Public,Non-profit,Japan
1,WOS1255,Lei Ma,University of Alberta,University,Public,Non-profit,Canada
1,WOS1255,Lei Ma,University of Tokyo,University,Public,Non-profit,Japan
1,WOS1314,Luis Jimenez-Navajas,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS1314,Mario Piattini,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS1314,Ricardo Pérez-Castillo,University of Castilla-La Mancha,University,Public,Non-profit,Spain
1,WOS1366,Claudia Linnhoff-Popien,Ludwig Maximilian University of Munich,University,Public,Non-profit,Germany
1,WOS1366,Marian Lingsch Rosenfeld,Ludwig Maximilian University of Munich,University,Public,Non-profit,Germany
1,WOS1366,Thomas Gabor,Ludwig Maximilian University of Munich,University,Public,Non-profit,Germany
1,WOS1388,Jingzhe Guo,Tsinghua University,University,Public,Non-profit,China
1,WOS1388,Mingsheng Ying,Tsinghua University,University,Public,Non-profit,China
1,WOS1453,Alejandro Fernandez,National University of La Plata,University,Public,Non-profit,Argentina
1,WOS1453,Luis Mariano Bibbo,National University of La Plata,University,Public,Non-profit,Argentina
1,WOS1453,Álvaro M. Aparicio-Morales,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1453,Enrique Moguel,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1453,Jose Garcia-Alonso,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1453,Juan M. Murillo,University of Extremadura,University,Public,Non-profit,Spain
1,WOS1516,Jianjun Zhao,Kyushu University,University,Public,Non-profit,Japan
1,WOS1516,Peixun Long,University of Chinese Academy of Sciences,University,Public,Non-profit,China
2,R2ACM177,Gilbert Netzer,KTH Royal Institute of Technology,University,Public,Non-profit,Sweden
2,R2ACM177,Ivy Peng,KTH Royal Institute of Technology,University,Public,Non-profit,Sweden
2,R2ACM177,Luca Pennati,KTH Royal Institute of Technology,University,Public,Non-profit,Sweden
2,R2ACM177,Stefano Markidis,KTH Royal Institute of Technology,University,Public,Non-profit,Sweden
2,R2ACM765,Carmen Wong Jiawen,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM765,Declan Fong Yi Ren,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM765,Nikhil Bartake,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM765,See Toh Zi Jie,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM765,Vivek Balachandran,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM897,Christopher McNally,Massachusetts Institute of Technology,University,Private,Non-profit,United States
2,R2ACM937,Amal Raj,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2ACM937,Vivek Balachandran,Singapore Institute of Technology,University,Public,Non-profit,Singapore
2,R2IEEE1218,Kartik Sharma,Vellore Institute of Technology,University,Private,Non-profit,India
2,R2IEEE1218,Kumaran K,Vellore Institute of Technology,University,Private,Non-profit,India
2,R2IEEE1218,Saranya G,Vellore Institute of Technology,University,Private,Non-profit,India
2,R2IEEE1218,VidhyaLakshmi.M,Vellore Institute of Technology,University,Private,Non-profit,India
2,R2IEEE440,Jaemin Hong,Korea Advanced Institute of Science and Technology,University,Public,Non-profit,Republic of Korea
2,R2IEEE440,Kanguk Lee,Korea Advanced Institute of Science and Technology,University,Public,Non-profit,Republic of Korea
2,R2IEEE440,Sukyoung Ryu,Korea Advanced Institute of Science and Technology,University,Public,Non-profit,Republic of Korea
2,R2SCP233,Mir Mohammad Yousuf,National Institute of Technology Srinagar,University,Public,Non-profit,India
2,R2SCP233,Shabir Ahmad Sofi,National Institute of Technology Srinagar,University,Public,Non-profit,India
2,R2SCP865,Ina Schaefer,Karlsruhe Institute of Technology,University,Public,Non-profit,Germany
1,SCP0081,J. Thangakumar,Hindustan Institute Of Technology And Sciences,University,Private,Non-profit,India
1,SCP0081,Muthukumaran Malarvel,Hindustan Institute Of Technology And Sciences,University,Private,Non-profit,India
1,SCP0081,Sathishkumar Nagarajan,Hindustan Institute Of Technology And Sciences,University,Private,Non-profit,India
1,SCP0259,Andrew W. Cross,Massachusetts Institute of Technology,University,Private,Non-profit,United States
1,SCP0259,Isaac Chuang,Massachusetts Institute of Technology,University,Private,Non-profit,United States
1,SCP0659,Preety Shoran,Dr. Akhilesh Das Gupta Institute of Technology and Management,University,Private,Non-profit,India
1,WOS0019,M. Ohki,Nippon Institute of Technology,University,Private,Non-profit,Japan
1,WOS0019,Y. Kambayashi,Nippon Institute of Technology,University,Private,Non-profit,Japan
